title,production_budget,domestic_gross_x,worldwide_gross,studio,genre_ids,original_language,popularity,vote_average,vote_count,date,Year,Month
The 5th Quarter,6000000.0,408159.0,408159.0,,[18],en,2.142,4.7,15.0,2011-03-25,2011.0,3.0
Akmareul Boatda,6000000.0,129210.0,13168809.0,,,,,,,,2011.0,3.0
The Greatest,6000000.0,115862.0,117796.0,,,,,,,,2010.0,4.0
Deadfall,6000000.0,66351.0,1673635.0,,"[80, 18, 53]",en,9.491,5.9,357.0,2012-12-07,2012.0,12.0
Song One,6000000.0,32251.0,437089.0,TFA,[18],en,6.206,5.6,126.0,2015-01-23,2015.0,1.0
Don McKay,6000000.0,13722.0,13722.0,,,,,,,,2010.0,4.0
Icarus,6000000.0,0.0,0.0,,"[28, 18, 53]",en,5.002,5.2,42.0,2010-09-10,2010.0,9.0
A Shine of Rainbows,6000000.0,0.0,0.0,,"[18, 10751]",en,2.7060000000000004,6.3,19.0,2010-04-13,2010.0,4.0
Freaky Deaky,6000000.0,0.0,0.0,,[35],en,4.476,5.1,28.0,2012-04-22,2012.0,4.0
The Hit List,6000000.0,0.0,0.0,,"[28, 53]",en,6.2410000000000005,5.4,116.0,2011-04-03,2011.0,4.0
Winter in Wartime,5800000.0,542860.0,9662214.0,SPC,,,,,,,2011.0,3.0
Trade of Innocents,5800000.0,15091.0,15091.0,,,,,,,,2012.0,10.0
The Inbetweeners,5700000.0,35955.0,86051320.0,,,,,,,,2012.0,9.0
Valhalla Rising,5700000.0,30638.0,731613.0,,"[12, 18, 28, 14]",en,11.26,6.0,582.0,2010-07-16,2010.0,7.0
Standing Ovation,5600000.0,531806.0,531806.0,,"[35, 10402, 10751]",en,1.224,4.3,12.0,2010-07-16,2010.0,7.0
Khiladi 786,5600000.0,385422.0,14683763.0,Eros,"[28, 35]",en,1.824,4.7,16.0,2012-12-07,2012.0,12.0
[Rec] 2,5600000.0,27766.0,18527766.0,Magn.,,,,,,,2010.0,7.0
Don Jon,5500000.0,24477704.0,41268579.0,Rela.,"[10749, 35, 18]",en,12.78,5.9,2709.0,2013-09-27,2013.0,9.0
Hell Fest,5500000.0,11107431.0,18119231.0,LGF,[27],en,12.955,5.5,273.0,2018-09-28,2018.0,9.0
Haevnen,5500000.0,1008098.0,15867314.0,,,,,,,,2011.0,4.0
Le Havre,5500000.0,611709.0,13480196.0,Jan.,"[18, 35]",fr,5.973,6.9,169.0,2011-10-21,2011.0,10.0
Salvation Boulevard,5500000.0,28468.0,28468.0,,"[35, 53, 28, 18]",en,6.5070000000000014,5.4,38.0,2011-07-15,2011.0,7.0
R100,5500000.0,24956.0,24956.0,,,,,,,,2015.0,1.0
Miss Julie,5500000.0,0.0,863895.0,,[18],en,7.422999999999999,5.8,77.0,2014-10-09,2014.0,10.0
Tao Jie,5400000.0,0.0,4728896.0,,,,,,,,2013.0,2.0
Grabbers,5300000.0,0.0,440821.0,,"[878, 35, 53, 27, 9648]",en,7.117000000000001,6.1,202.0,2013-07-19,2013.0,7.0
La Vie d'AdÃ¨le â Chapitres 1 & 2,5250000.0,2450504.0,22914479.0,,,,,,,,2013.0,10.0
Hodejegerne,5250000.0,1200010.0,20188740.0,,,,,,,,2012.0,4.0
The Girl with all the Gifts,5250000.0,0.0,4801837.0,,,,,,,,2017.0,2.0
Dum Maaro Dum,5200000.0,564489.0,11633427.0,FoxS,"[18, 28, 80]",hi,1.491,5.4,16.0,2011-04-22,2011.0,4.0
Get Out,5000000.0,176040665.0,255367951.0,Uni.,"[35, 16]",en,0.8340000000000001,5.5,8.0,2010-02-01,2010.0,2.0
Split,5000000.0,138141585.0,278964806.0,Uni.,[18],en,0.906,5.3,2.0,2012-05-24,2012.0,5.0
Paranormal Activity 3,5000000.0,104028807.0,207039844.0,Par.,[27],en,9.669,5.9,1197.0,2011-10-21,2011.0,10.0
Insidious Chapter 2,5000000.0,83586447.0,161921515.0,FD,,,,,,,2013.0,9.0
10 Cloverfield Lane,5000000.0,72082999.0,108286422.0,Par.,"[53, 878, 18]",en,17.892,6.9,4629.0,2016-03-11,2016.0,3.0
Lights Out,5000000.0,67268835.0,148806510.0,WB (NL),"[53, 9648, 27]",en,12.408,6.3,2220.0,2016-07-22,2016.0,7.0
The Visit,5000000.0,65206105.0,98677816.0,Uni.,"[27, 53, 9648]",en,10.196,6.2,2634.0,2015-09-11,2015.0,9.0
Happy Death Day,5000000.0,55683845.0,125010260.0,Uni.,"[27, 9648, 53]",en,21.23,6.6,3211.0,2017-10-13,2017.0,10.0
Paranormal Activity 4,5000000.0,53900335.0,142817992.0,Par.,[27],en,8.965,5.4,1026.0,2012-10-19,2012.0,10.0
Ouija,5000000.0,50856010.0,103300632.0,Uni.,[27],en,15.389,5.1,1670.0,2014-10-24,2014.0,10.0
No se Aceptan Devoluciones,5000000.0,44467206.0,100486616.0,,,,,,,,2013.0,8.0
The Gift,5000000.0,43787265.0,58978477.0,,[878],en,1.304,6.6,7.0,2010-04-08,2010.0,4.0
The Big Sick,5000000.0,42872467.0,53972860.0,LGF,"[35, 18, 10749]",en,12.322,7.4,1302.0,2017-06-23,2017.0,6.0
MA,5000000.0,36049540.0,44300625.0,,,,,,,,2019.0,5.0
Paranormal Activity: The Marked Ones,5000000.0,32462372.0,90904854.0,Par.,"[27, 53]",en,9.446,5.3,752.0,2014-01-03,2014.0,1.0
Oculus,5000000.0,27695246.0,44115496.0,Rela.,[27],en,10.841,6.4,1747.0,2014-04-03,2014.0,4.0
Dallas Buyers Club,5000000.0,27298285.0,60611845.0,Focus,"[18, 36]",en,12.389,7.9,4961.0,2013-11-22,2013.0,11.0
No Escape,5000000.0,27288872.0,42844516.0,Wein.,"[28, 53]",en,19.005,6.8,1296.0,2015-08-26,2015.0,8.0
The Lazarus Effect,5000000.0,25801570.0,38359310.0,Rela.,[],en,0.6,4.8,3.0,2010-02-09,2010.0,2.0
Our Idiot Brother,5000000.0,24814830.0,25861249.0,Wein.,"[35, 18]",en,8.523,6.1,527.0,2011-08-26,2011.0,8.0
The Strangers: Prey at Night,5000000.0,24431472.0,29960051.0,,"[27, 53]",en,13.31,5.4,621.0,2018-03-09,2018.0,3.0
The Way Way Back,5000000.0,21502690.0,26853810.0,,"[35, 18]",en,9.977,7.1,1043.0,2013-07-05,2013.0,7.0
"As Above, So Below",5000000.0,21222315.0,41824066.0,,"[27, 53]",en,10.613,6.2,1321.0,2014-08-29,2014.0,8.0
Godâs Not Dead 2,5000000.0,20773069.0,23551286.0,,,,,,,,2016.0,4.0
Race,5000000.0,19115191.0,23745772.0,,"[28, 18]",en,8.705,7.2,910.0,2016-02-19,2016.0,2.0
Still Alice,5000000.0,18656400.0,41699612.0,SPC,[18],en,10.747,7.5,1946.0,2014-12-05,2014.0,12.0
Apollo 18,5000000.0,17686929.0,26517819.0,W/Dim.,"[27, 53, 878]",en,8.384,5.0,486.0,2011-09-02,2011.0,9.0
"Paul, Apostle of Christ",5000000.0,17547999.0,25529498.0,Affirm,[36],en,12.005,7.1,98.0,2018-03-28,2018.0,3.0
Addicted,5000000.0,17390770.0,17499242.0,LGF,"[18, 53]",en,8.295,5.3,103.0,2014-10-10,2014.0,10.0
Spring Breakers,5000000.0,14124286.0,31149251.0,A24,"[18, 80]",en,10.691,5.0,2495.0,2013-03-15,2013.0,3.0
It Comes at Night,5000000.0,13985117.0,19720203.0,,[27],en,12.337,5.8,1141.0,2017-06-09,2017.0,6.0
Hillaryâs America: The Secret History of the Democratic Party,5000000.0,13099931.0,13099931.0,,,,,,,,2016.0,7.0
Before I Fall,5000000.0,12241072.0,18945682.0,ORF,"[18, 9648, 53, 14]",en,14.584,7.0,2135.0,2017-03-03,2017.0,3.0
Fifty Shades of Black,5000000.0,11686940.0,22113075.0,ORF,"[10749, 35]",en,8.783999999999999,4.4,677.0,2016-01-29,2016.0,1.0
Momsâ Night Out,5000000.0,10429707.0,10537341.0,,,,,,,,2014.0,5.0
The Belko Experiment,5000000.0,10166820.0,11792942.0,,"[28, 53]",en,10.133,6.1,757.0,2016-03-17,2016.0,3.0
The Perfect Match,5000000.0,9669521.0,10182050.0,LGF,"[35, 10749]",en,6.875,5.5,78.0,2016-03-11,2016.0,3.0
Fahrenheit 11/9,5000000.0,6352306.0,6653715.0,,[99],en,10.003,7.1,142.0,2018-09-10,2018.0,9.0
Sea Rex 3D: Journey to a Prehistoric World,5000000.0,6096582.0,16515203.0,3D,[99],en,2.7460000000000004,7.4,12.0,2010-05-14,2010.0,5.0
90 Minutes in Heaven,5000000.0,4816142.0,4816142.0,,[18],en,5.797999999999999,5.3,63.0,2015-09-11,2015.0,9.0
Incarnate,5000000.0,4799774.0,9371036.0,BH Tilt,"[27, 53]",en,7.1370000000000005,5.2,314.0,2016-12-02,2016.0,12.0
Des Hommes et Des Dieux,5000000.0,3954651.0,46263525.0,,,,,,,,2011.0,2.0
Table 19,5000000.0,3614896.0,4620399.0,FoxS,"[35, 18]",en,7.551,6.0,604.0,2017-03-03,2017.0,3.0
Green Room,5000000.0,3220371.0,3807503.0,A24,"[27, 80, 53]",en,9.943,6.8,1314.0,2016-04-15,2016.0,4.0
Thoroughbreds,5000000.0,3072605.0,3187302.0,,"[18, 53]",en,11.241,6.3,398.0,2018-03-09,2018.0,3.0
The Other Side of the Door,5000000.0,3000342.0,12905107.0,Fox,"[53, 27]",en,9.078,5.3,470.0,2016-03-11,2016.0,3.0
Everything Must Go,5000000.0,2712131.0,2821010.0,RAtt.,"[35, 18, 10749]",en,7.4929999999999986,6.0,301.0,2011-05-13,2011.0,5.0
Kill the Messenger,5000000.0,2450846.0,6656705.0,Focus,"[53, 80, 18, 9648]",en,10.062,6.6,507.0,2014-10-10,2014.0,10.0
Rabbit Hole,5000000.0,2229058.0,6205034.0,LGF,[18],en,9.389,6.8,292.0,2010-12-16,2010.0,12.0
Jem and the Holograms,5000000.0,2184640.0,2368937.0,Uni.,"[18, 14, 10402]",en,7.942,5.4,241.0,2015-10-23,2015.0,10.0
Paterson,5000000.0,2141423.0,10727536.0,BST,"[35, 18, 10749]",en,9.486,7.1,736.0,2016-12-28,2016.0,12.0
Atlas Shrugged: Who Is John Galt?,5000000.0,851690.0,851690.0,,,,,,,,2014.0,9.0
Ain't Them Bodies Saints,5000000.0,391611.0,1075009.0,IFC,"[80, 18, 10749, 37]",en,8.166,6.2,217.0,2013-08-16,2013.0,8.0
Jimi: All is By My Side,5000000.0,340911.0,927074.0,,,,,,,,2014.0,9.0
Tucker & Dale vs. Evil,5000000.0,223838.0,5476793.0,,,,,,,,2011.0,9.0
Cop Car,5000000.0,134552.0,143658.0,,[53],en,11.414,5.8,452.0,2015-08-07,2015.0,8.0
"Lovely, Still",5000000.0,127564.0,282687.0,Mont.,,,,,,,2010.0,9.0
Rudderless,5000000.0,56001.0,567219.0,Gold.,"[10402, 18, 35]",en,8.03,7.4,149.0,2014-10-17,2014.0,10.0
Area 51,5000000.0,7556.0,7556.0,,"[27, 53, 878]",en,6.794,4.4,248.0,2015-05-15,2015.0,5.0
Mientras duermes,5000000.0,0.0,9109597.0,,,,,,,,2012.0,10.0
Dying of the Light,5000000.0,0.0,74639.0,,"[53, 18]",en,9.064,4.6,174.0,2014-12-04,2014.0,12.0
Yoga Hosers,5000000.0,0.0,22958.0,,"[35, 14, 27]",en,8.05,4.5,221.0,2016-09-02,2016.0,9.0
Psych 9,5000000.0,0.0,0.0,,,,,,,,2010.0,12.0
Reach Me,5000000.0,0.0,0.0,,[18],en,4.659,5.2,48.0,2014-03-14,2014.0,3.0
Henry & Me,5000000.0,0.0,0.0,,"[10751, 16]",en,0.6,4.7,3.0,2014-08-18,2014.0,8.0
Born of War,5000000.0,0.0,0.0,,,,,,,,2015.0,1.0
Let's Kill Ward's Wife,5000000.0,0.0,0.0,,[35],en,7.157,5.6,96.0,2014-12-23,2014.0,12.0
Capricorn One,5000000.0,0.0,0.0,,,,,,,,2015.0,1.0
We Have Your Husband,5000000.0,0.0,0.0,,"[10770, 80, 18, 53]",en,0.698,5.0,3.0,2011-11-12,2011.0,11.0
Should've Been Romeo,5000000.0,0.0,0.0,,,,,,,,2012.0,12.0
Aztec Warrior,5000000.0,0.0,0.0,,,,,,,,2015.0,12.0
Navy SEAL vs. Zombies,5000000.0,0.0,0.0,,,,,,,,2015.0,9.0
The Hatching,5000000.0,0.0,0.0,,,,,,,,2016.0,3.0
Running Forever,5000000.0,0.0,0.0,,,,,,,,2015.0,10.0
Soul Kitchen,4900000.0,276901.0,23347461.0,IFC,,,,,,,2010.0,8.0
The Awakening,4900000.0,95933.0,6924321.0,,[],en,0.6,4.0,3.0,2010-10-29,2010.0,10.0
Only God Forgives,4800000.0,775849.0,4494560.0,RTWC,"[18, 53, 80]",en,10.196,5.8,1396.0,2013-07-19,2013.0,7.0
Take Shelter,4750000.0,1728953.0,4972016.0,SPC,"[53, 18]",en,11.236,7.2,787.0,2011-09-30,2011.0,9.0
Without Men,4700000.0,0.0,0.0,,"[35, 10749]",en,2.312,4.5,13.0,2011-06-29,2011.0,6.0
Treading Water,4700000.0,0.0,0.0,,"[18, 35]",en,1.39,6.2,7.0,2015-03-13,2015.0,3.0
Barfi,4600000.0,2804874.0,36751984.0,,,,,,,,2012.0,9.0
Le nom des gens,4600000.0,514237.0,9261711.0,,,,,,,,2011.0,6.0
The Lobster,4500000.0,9196278.0,18019834.0,,"[53, 35, 18, 10749, 878]",en,15.64,6.9,2895.0,2016-05-13,2016.0,5.0
Salvando al Soldado Perez,4500000.0,1400726.0,9330465.0,,,,,,,,2011.0,9.0
Nannerl la soeur de Mozart,4500000.0,707885.0,2404639.0,,,,,,,,2011.0,8.0
Life During Wartime,4500000.0,281447.0,281447.0,IFC,,,,,,,2010.0,7.0
Blackthorn,4500000.0,200558.0,1217307.0,Magn.,"[12, 28, 37]",en,7.547999999999999,6.7,111.0,2011-10-07,2011.0,10.0
Maggie,4500000.0,187112.0,1027760.0,RAtt.,"[27, 18, 9648]",en,13.0,5.3,958.0,2015-05-08,2015.0,5.0
After.Life,4500000.0,108596.0,2481925.0,Anch.,,,,,,,2010.0,4.0
Spoken Word,4500000.0,32961.0,32961.0,,,,,,,,2010.0,7.0
The Sweeney,4500000.0,26345.0,8000366.0,EOne,"[28, 80]",en,6.4,5.9,142.0,2013-03-01,2013.0,3.0
Falcon Rising,4500000.0,11774.0,11774.0,Free,"[12, 28]",en,10.059,5.8,126.0,2014-09-05,2014.0,9.0
Hansel & Gretel Get Baked,4500000.0,0.0,0.0,,,,,,,,2013.0,6.0
Fugly,4500000.0,0.0,0.0,,,,,,,,2014.0,11.0
Zipper,4500000.0,0.0,0.0,,"[53, 18]",en,9.373,5.7,85.0,2015-08-28,2015.0,8.0
The Final Girls,4500000.0,0.0,0.0,,"[35, 27]",en,8.362,6.5,619.0,2015-10-09,2015.0,10.0
Daisy Winters,4500000.0,0.0,0.0,,,,,,,,2017.0,12.0
Airlift (2016),4400000.0,0.0,9969237.0,,,,,,,,2016.0,12.0
R.L. Stine's Monsterville: The Cabinet of Souls,4400000.0,0.0,0.0,,"[35, 27]",en,4.297,6.7,72.0,2015-09-29,2015.0,9.0
Anna,4357373.0,0.0,1200000.0,VE,[27],en,1.463,3.1,8.0,2017-10-17,2017.0,10.0
Snabba Cash,4300000.0,188870.0,10212403.0,,,,,,,,2012.0,7.0
Animal Kingdom,4200000.0,1044039.0,8078683.0,SPC,"[18, 53, 80, 9648]",en,10.188,6.8,399.0,2010-08-13,2010.0,8.0
George A. Romero's Survival of the Dead,4200000.0,101740.0,101740.0,Magn.,,,,,,,2010.0,5.0
Cargo,4200000.0,0.0,313230.0,,"[18, 53]",en,1.925,4.4,7.0,2011-10-21,2011.0,10.0
The Boy Next Door,4000000.0,36006065.0,53401938.0,Uni.,[53],en,7.062,4.4,1382.0,2015-01-23,2015.0,1.0
Boyhood,4000000.0,25379975.0,57273049.0,IFC,[18],en,11.140999999999998,7.5,3097.0,2014-07-11,2014.0,7.0
The Kids Are All Right,4000000.0,20811365.0,36275469.0,Focus,"[35, 18]",en,8.426,6.6,854.0,2010-07-09,2010.0,7.0
A Haunted House 2,4000000.0,17329487.0,21206861.0,ORF,"[35, 27]",en,6.948,5.5,597.0,2014-04-18,2014.0,4.0
The Last Exorcism Part II,4000000.0,15179303.0,25448707.0,CBS,"[27, 53, 18]",en,7.561,4.5,297.0,2013-03-01,2013.0,3.0
The Darkness,4000000.0,10753574.0,10898293.0,BH Tilt,"[27, 53]",en,8.357000000000001,4.8,347.0,2016-05-13,2016.0,5.0
Samsara,4000000.0,2672413.0,5966671.0,Osci.,"[18, 99]",en,6.015,8.2,276.0,2012-08-22,2012.0,8.0
The Art of Getting By,4000000.0,1430241.0,1989035.0,FoxS,"[18, 10749]",en,8.695,6.5,752.0,2011-06-17,2011.0,6.0
Red State,4000000.0,1065429.0,1983596.0,SMod,"[27, 28, 53]",en,7.816,6.1,472.0,2011-09-23,2011.0,9.0
Holy Motors,4000000.0,641054.0,4230426.0,IM,"[18, 14]",fr,5.31,7.0,431.0,2012-10-17,2012.0,10.0
The Signal,4000000.0,600896.0,2665322.0,,"[53, 878]",en,10.032,5.9,901.0,2014-06-13,2014.0,6.0
The Face of Love,4000000.0,385069.0,1158877.0,IFC,"[18, 10749]",en,5.519,6.1,68.0,2014-03-07,2014.0,3.0
